frequency,wavelength,ajoint,score,fx_over_abs_fy,abs_fy_over_fx,mean_fx,mean_fy,mean_abs_fy,mean_force_mag,peak_force_mag,energy_proxy
0.6,1.2666666666666666,0.1,-0.9620433437312144,0.0416325269553419,24.01968059908238,0.013890311651506495,0.05817089942097485,0.3336408492908985,0.33672759970935634,0.5092688453163151,0.0049792772343284445
0.5,1.7333333333333334,0.1,-1.0010946307865412,0.013974994662773566,71.5563779543894,0.004672620160454848,-0.00011325674235757788,0.33435577423880675,0.3423570374922198,0.5545610464855287,0.004999999999951124
0.5,1.1111111111111112,0.15,-1.0142735216995278,0.05569309995285624,17.95554567525406,0.01998001031815747,-1.1953630157478301e-05,0.35875198785972384,0.3612270349092175,0.5837013067865052,0.011249999999890981
0.9,0.8,0.1,-1.0224063475052658,-0.0386121196065873,inf,-0.012781558398286612,-0.04828961426126474,0.33102452101868174,0.33542454726191034,0.4743530538477085,0.005054414005729472
0.5,1.888888888888889,0.1,-1.0877042091967672,0.006293327567737501,158.8984506585135,0.0022630317659274894,-0.0001387644420460674,0.35959224139687784,0.3698404181522721,0.604131473319845,0.00499999999995444
0.7,1.1111111111111112,0.1,-1.0994795414378657,0.007598071749461362,131.61233967958927,0.002766559512660716,0.09157472974962876,0.3641133703241011,0.3663644782334454,0.5384005434005837,0.0049526295359810695
0.6,0.9555555555555556,0.15,-1.1169088068470843,0.03081971041214611,32.44676820862983,0.011761559821159284,0.064750557587875,0.381624605289089,0.38416871357812754,0.5876405659855035,0.011251023856469441
0.6,1.4222222222222223,0.1,-1.1218274271477364,0.04509549593354325,22.175163601120815,0.01762930253863854,0.06685809757696212,0.3909326679679641,0.39635833964221734,0.6153570827759381,0.0049224811941986964
0.7,0.8,0.15,-1.1230503145829314,-0.06448174678334682,inf,-0.023251459439338974,0.08302328119943717,0.3605897885716697,0.36608803175406074,0.5310920639724283,0.011292666766471567
0.8,0.9555555555555556,0.1,-1.138159020857022,-0.008195082771990799,inf,-0.003049938650465978,-0.038743181811304005,0.37216691219887077,0.37434366560785964,0.5072282094457592,0.004999843554986299
0.5,2.0444444444444443,0.1,-1.1619989332870386,-0.0017304403612511518,inf,-0.000658894975551199,-0.00016153064537758154,0.38076722567589755,0.3932020490270054,0.6463122512058299,0.004999999999956675
